Time,Seconds
2024-05-31 00:00:00.000,-5.396338090446079
2024-06-02 12:00:00.000,-27.347051664983155
2024-06-03 12:00:00.000,-36.1273370947747
2024-06-04 12:00:00.000,-44.90762252456625
2024-06-05 12:00:00.000,-53.6879079543869
2024-06-06 12:00:00.000,-62.46819338417845
2024-06-07 12:00:00.000,-71.2484788139991
2024-06-08 12:00:00.000,-80.02876424379065
2024-06-09 12:00:00.000,-88.8090496736113
2024-06-10 12:00:00.000,-97.58933510340285
2024-06-11 12:00:00.000,-106.3696205332235
2024-06-12 12:00:00.000,-115.14990596301504
2024-06-13 12:00:00.000,-123.93019139280659
2024-06-14 12:00:00.000,-132.71047682262724
2024-06-15 12:00:00.000,-141.4907622524188
2024-06-16 12:00:00.000,-150.27104768223944
2024-06-17 12:00:00.000,-159.051333112031
2024-06-18 12:00:00.000,-167.83161854185164
2024-06-19 12:00:00.000,-176.6119039716432
2024-06-20 12:00:00.000,-185.39218940146384
2024-06-21 12:00:00.000,-194.17247483125539
2024-06-22 12:00:00.000,-202.95276026107604
2024-06-23 12:00:00.000,-211.73304569086758
2024-06-24 12:00:00.000,-220.51333112065913
2024-06-25 12:00:00.000,-229.29361655047978
2024-06-26 12:00:00.000,-238.07390198027133
2024-06-27 12:00:00.000,-246.85418741009198
2024-06-28 12:00:00.000,-255.63447283988353
2024-06-29 12:00:00.000,-264.4147582697042
2024-06-30 12:00:00.000,-273.1950436994957
2024-07-01 12:00:00.000,-281.9753291293164
2024-07-02 12:00:00.000,-290.7556145591079
2024-07-03 12:00:00.000,-299.5358999888995
2024-07-04 12:00:00.000,-308.3161854187201
2024-07-05 12:00:00.000,-317.0964708485117
2024-07-06 12:00:00.000,-325.8767562783323
2024-07-07 12:00:00.000,-334.65704170812387
2024-07-08 12:00:00.000,-343.4373271379445
2024-07-09 12:00:00.000,-352.21761256773607
2024-07-10 11:59:59.900,-360.9978878351685
2024-07-10 12:00:00.000,-3.8487152898160275
2024-07-11 12:00:00.000,-12.867035372764803
2024-07-12 12:00:00.000,-21.885355455742683
2024-07-13 12:00:00.000,-30.90367553869146
2024-07-14 12:00:00.000,-39.921995621640235
2024-07-15 12:00:00.000,-48.940315704618115
2024-07-16 12:00:00.000,-57.95863578756689
2024-07-17 12:00:00.000,-66.97695587051567
2024-07-18 12:00:00.000,-75.99527595349355
2024-07-19 12:00:00.000,-85.01359603644232
2024-07-20 12:00:00.000,-94.0319161193911
2024-07-21 12:00:00.000,-103.05023620233987
2024-07-22 12:00:00.000,-112.06855628531775
2024-07-23 12:00:00.000,-121.08687636826653
2024-07-24 12:00:00.000,-130.1051964512153
2024-07-25 12:00:00.000,-139.1235165341932
2024-07-26 12:00:00.000,-148.14183661714196
2024-07-27 12:00:00.000,-157.16015670009074
2024-07-28 12:00:00.000,-166.17847678306862
2024-07-29 12:00:00.000,-175.1967968660174
2024-07-30 12:00:00.000,-184.21511694896617
2024-07-31 12:00:00.000,-193.23343703194405
2024-08-01 12:00:00.000,-202.25175711489283
2024-08-01 13:23:49.900,-202.77677156147547
2024-08-01 13:23:50.000,-20.662052449508337
2024-08-02 12:00:00.000,-28.757075471658027
2024-08-03 12:00:00.000,-37.352503628411796
2024-08-04 12:00:00.000,-45.947931785165565
2024-08-05 12:00:00.000,-54.543359941919334
2024-08-06 12:00:00.000,-63.1387880986731
2024-08-07 12:00:00.000,-71.73421625542687
2024-08-08 12:00:00.000,-80.32964441218064
2024-08-09 12:00:00.000,-88.9250725689053
2024-08-10 12:00:00.000,-97.52050072565908
2024-08-11 12:00:00.000,-106.11592888241285
2024-08-12 12:00:00.000,-114.71135703916661
2024-08-13 12:00:00.000,-123.30678519592038
2024-08-14 12:00:00.000,-131.90221335267415
2024-08-15 12:00:00.000,-140.49764150942792
2024-08-16 12:00:00.000,-149.0930696661817
2024-08-17 12:00:00.000,-157.68849782293546
2024-08-18 12:00:00.000,-166.28392597968923
2024-08-19 12:00:00.000,-174.8793541364139
2024-08-20 12:00:00.000,-183.47478229316766
2024-08-21 12:00:00.000,-192.07021044992143
2024-08-22 12:00:00.000,-200.6656386066752
2024-08-23 12:00:00.000,-209.26106676342897
2024-09-03 23:59:59.900,-308.1084806176368
