Time,Seconds
2026-06-05 00:00:00.000,-5.986111111211358
2026-06-05 12:00:00.000,-11.055555555649335
2026-06-06 12:00:00.000,-21.19444444452529
2026-06-07 12:00:00.000,-31.333333333401242
2026-06-08 12:00:00.000,-41.472222222277196
2026-06-09 12:00:00.000,-51.61111111115315
2026-06-10 12:00:00.000,-61.750000000029104
2026-06-11 12:00:00.000,-71.88888888890506
2026-06-12 12:00:00.000,-82.02777777778101
2026-06-13 12:00:00.000,-92.16666666665697
2026-06-14 12:00:00.000,-102.30555555553292
2026-06-15 12:00:00.000,-112.44444444440887
2026-06-15 23:59:59.900,-117.51387715400779
