timestamp	ICAO_address	lat	lon	altitude	heading	hor_velocity	ver_velocity	valid_flags	alt_type	callsign	emitter_type	tslc
1750686350	A9A32B	635980864	-1493311104	1615439	26358	4578	65	018F	0		0	1
1750686350	A20479	636769856	-1494257920	1463040	7919	6842	65374	01BF	0	N229WW	1	1
1750686351	A9A32B	635980352	-1493321088	1615439	26358	4578	97	018F	0		0	1
1750686351	A20479	636769856	-1494257920	1463040	7919	6842	65374	01BF	0	N229WW	1	1
1750686352	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BF	0	N72WD	7	1
1750686352	A20479	636772160	-1494233600	1463040	7919	6842	162	01BF	0	N229WW	1	1
1750686353	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BF	0	N72WD	7	1
1750686353	A20479	636773120	-1494218624	1463040	7954	6790	195	01BF	0	N229WW	1	1
1750686353	A9B262	636673536	-1496553344	1257300	6052	6790	97	018F	0		0	1
1750686354	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BF	0	N72WD	7	2
1750686354	A20479	636773632	-1494213120	1463040	7911	6790	195	01BF	0	N229WW	1	1
1750686354	A9B262	636673536	-1496553344	1257300	6009	6687	65471	018F	0		0	1
1750686355	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BF	0	N72WD	7	3
1750686355	A20479	636775488	-1494194432	1493520	7946	6739	65	01BF	0	N229WW	1	1
1750686355	A9B262	636673536	-1496553344	1257300	6009	6687	65471	018F	0		0	2
1750686356	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BF	0	N72WD	7	4
1750686356	A20479	636776896	-1494175744	1463040	7946	6739	97	01BF	0	N229WW	1	1
1750686356	A9B262	636673536	-1496553344	1257300	6009	6687	65471	018F	0		0	3
1750686357	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BF	0	N72WD	7	5
1750686357	A20479	636778112	-1494160768	1463040	7946	6739	65	01BF	0	N229WW	1	1
1750686357	A9B262	636673536	-1496553344	1257300	6009	6687	65471	018F	0		0	4
1750686358	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BF	0	N72WD	7	6
1750686358	A20479	636778112	-1494160768	1463040	7946	6739	65	01BF	0	N229WW	1	2
1750686358	A9B262	636673536	-1496553344	1257300	6009	6687	65471	018F	0		0	5
1750686359	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BF	0	N72WD	7	7
1750686359	A20479	636779648	-1494140672	1463040	7989	6739	65504	01BF	0	N229WW	1	1
1750686359	A9B262	636673536	-1496553344	1257300	6009	6687	65471	018F	0		0	6
1750686360	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BF	0	N72WD	7	8
1750686360	A20479	636780160	-1494132864	1463040	8032	6687	32	01BF	0	N229WW	1	1
1750686360	A9B262	636673536	-1496553344	1257300	6009	6687	65471	018F	0		0	7
1750686361	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BF	0	N72WD	7	9
1750686361	A20479	636780160	-1494132864	1463040	8075	6687	32	01BF	0	N229WW	1	1
1750686361	A9B262	636673536	-1496553344	1257300	6009	6687	65471	018F	0		0	8
1750686362	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BF	0	N72WD	7	10
1750686362	A20479	636780160	-1494132864	1463040	8075	6687	32	01BF	0	N229WW	1	2
1750686362	A9B262	636673536	-1496553344	1257300	6009	6687	65471	018F	0		0	9
1750686363	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BF	0	N72WD	7	11
1750686363	A20479	636780160	-1494132864	1463040	8075	6687	32	01BF	0	N229WW	1	3
1750686363	A9B262	636673536	-1496553344	1257300	6009	6687	65471	018F	0		0	10
1750686364	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BF	0	N72WD	7	12
1750686364	A20479	636784960	-1494073088	1463040	8075	6687	32	01BF	0	N229WW	1	1
1750686364	A9B262	636706112	-1496418048	1249680	6009	6687	65471	018F	0		0	1
1750686365	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BF	0	N72WD	7	13
1750686365	A20479	636784960	-1494073088	1463040	8075	6687	32	01BF	0	N229WW	1	2
1750686365	A9B262	636706112	-1496418048	1249680	6323	6739	65504	018F	0		0	1
1750686366	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BF	0	N72WD	7	14
1750686366	A20479	636786624	-1494047232	1463040	8075	6687	32	01BF	0	N229WW	1	1
1750686366	A9B262	636706112	-1496418048	1249680	6323	6739	65504	018F	0		0	2
1750686367	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BF	0	N72WD	7	15
1750686367	A20479	636786624	-1494047232	1463040	8075	6687	32	01BF	0	N229WW	1	2
1750686367	A9B262	636706112	-1496418048	1249680	6421	6739	65471	018F	0		0	1
1750686368	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BF	0	N72WD	7	16
1750686368	A20479	636788032	-1494025216	1463040	8118	6687	65	01BF	0	N229WW	1	1
1750686368	A9B262	636706112	-1496418048	1249680	6421	6739	65471	018F	0		0	2
1750686369	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BF	0	N72WD	7	17
1750686369	A20479	636788032	-1494025216	1463040	8118	6687	0	01BF	0	N229WW	1	1
1750686369	A9B262	636706112	-1496418048	1249680	6421	6739	65471	018F	0		0	3
1750686370	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BF	0	N72WD	7	18
1750686370	A20479	636790400	-1493993344	1493520	8082	6739	0	01BF	0	N229WW	1	1
1750686370	A9B262	636706112	-1496418048	1249680	6500	6687	0	018F	0		0	1
1750686371	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BF	0	N72WD	7	19
1750686371	A20479	636791296	-1493976960	1493520	8039	6739	0	01BF	0	N229WW	1	1
1750686371	A9B262	636706112	-1496418048	1249680	6500	6687	0	018F	0		0	2
1750686372	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BF	0	N72WD	7	20
1750686372	A20479	636791808	-1493970688	1493520	8039	6739	0	01BF	0	N229WW	1	1
1750686372	A9B262	636706112	-1496418048	1249680	6500	6687	0	018F	0		0	3
1750686373	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BF	0	N72WD	7	21
1750686373	A20479	636791808	-1493970688	1493520	8039	6739	0	01BF	0	N229WW	1	2
1750686373	A9B262	636706112	-1496418048	1249680	6500	6687	0	018F	0		0	4
1750686374	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BF	0	N72WD	7	22
1750686374	A20479	636791808	-1493970688	1493520	8039	6739	0	01BF	0	N229WW	1	3
1750686374	A9B262	636706112	-1496418048	1249680	6500	6687	0	018F	0		0	5
1750686375	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BF	0	N72WD	7	23
1750686375	A20479	636791808	-1493970688	1493520	8039	6739	0	01BF	0	N229WW	1	4
1750686375	A9B262	636706112	-1496418048	1249680	6500	6687	0	018F	0		0	6
1750686376	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	24
1750686376	A20479	636791808	-1493970688	1493520	8039	6739	0	01BF	0	N229WW	1	5
1750686376	A9B262	636737344	-1496270336	1242060	6500	6687	0	018F	0		0	1
1750686377	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	25
1750686377	A20479	636791808	-1493970688	1493520	8039	6739	0	01BF	0	N229WW	1	6
1750686377	A9B262	636737344	-1496270336	1242060	6500	6687	0	018F	0		0	2
1750686378	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	26
1750686378	A20479	636791808	-1493970688	1493520	8039	6739	0	01BF	0	N229WW	1	7
1750686378	A9B262	636737344	-1496270336	1242060	6500	6687	0	018F	0		0	3
1750686379	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	27
1750686379	A20479	636791808	-1493970688	1493520	8039	6739	0	01BF	0	N229WW	1	8
1750686379	A9B262	636737344	-1496270336	1242060	6500	6687	0	018F	0		0	4
1750686380	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	28
1750686380	A20479	636791808	-1493970688	1493520	8039	6739	0	01BF	0	N229WW	1	9
1750686380	A9B262	636737344	-1496270336	1242060	6500	6687	0	018F	0		0	5
1750686381	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	29
1750686381	A20479	636802368	-1493847040	1493520	8039	6739	0	01BF	0	N229WW	1	1
1750686381	A9B262	636737344	-1496270336	1242060	6500	6687	0	018F	0		0	6
1750686382	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	30
1750686382	A20479	636802368	-1493847040	1493520	8039	6739	0	01BF	0	N229WW	1	2
1750686382	A9B262	636737344	-1496270336	1242060	6500	6687	0	018F	0		0	7
1750686383	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	31
1750686383	A20479	636802368	-1493847040	1493520	8039	6739	0	01BF	0	N229WW	1	3
1750686383	A9B262	636737344	-1496270336	1242060	6500	6687	0	018F	0		0	8
1750686384	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	32
1750686384	A20479	636806016	-1493806976	1493520	8039	6739	0	01BF	0	N229WW	1	1
1750686384	A9B262	636737344	-1496270336	1242060	6500	6687	0	018F	0		0	9
1750686385	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	33
1750686385	A20479	636806016	-1493806976	1493520	8039	6739	0	01BF	0	N229WW	1	2
1750686385	A9B262	636737344	-1496270336	1242060	6500	6687	0	018F	0		0	10
1750686386	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	34
1750686386	A20479	636806016	-1493806976	1493520	8039	6739	0	01BF	0	N229WW	1	3
1750686386	A9B262	636761600	-1496146688	1242060	6500	6687	0	018F	0		0	1
1750686387	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	35
1750686387	A20479	636809984	-1493766016	1463040	8039	6739	0	01BF	0	N229WW	1	1
1750686387	A9B262	636761600	-1496146688	1242060	6500	6687	0	018F	0		0	2
1750686388	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	36
1750686388	A20479	636809984	-1493766016	1463040	7860	6739	65406	01BF	0	N229WW	1	1
1750686388	A9B262	636761600	-1496146688	1242060	6859	6893	65	018F	0		0	1
1750686389	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	37
1750686389	A20479	636812288	-1493736320	1463040	7860	6739	65471	01BF	0	N229WW	1	1
1750686389	A9B262	636761600	-1496146688	1242060	6859	6893	32	018F	0		0	1
1750686390	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	38
1750686390	A20479	636812288	-1493736320	1463040	7911	6790	0	01BF	0	N229WW	1	1
1750686390	A9B262	636771264	-1496089600	1242060	6979	6842	32	018F	0		0	1
1750686391	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	39
1750686391	A20479	636814720	-1493710848	1463040	7954	6790	65504	01BF	0	N229WW	1	1
1750686391	A9B262	636771264	-1496089600	1242060	7020	6790	65	018F	0		0	1
1750686392	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	40
1750686392	A20479	636815552	-1493697792	1463040	7954	6790	65504	01BF	0	N229WW	1	1
1750686392	A9B262	636774912	-1496068608	1242060	7060	6790	0	018F	0		0	1
1750686393	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	41
1750686393	A20479	636816960	-1493681280	1463040	7954	6790	0	01BF	0	N229WW	1	1
1750686393	A9B262	636776704	-1496055936	1242060	7060	6790	0	01BF	0	N72395	1	1
1750686394	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	42
1750686394	A20479	636818368	-1493664256	1463040	7903	6739	0	01BF	0	N229WW	1	0
1750686394	A9B262	636778752	-1496044416	1242060	7101	6790	32	01BF	0	N72395	1	1
1750686395	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	43
1750686395	A20479	636818368	-1493664256	1463040	7860	6739	32	01BF	0	N229WW	1	1
1750686395	A9B262	636778752	-1496044416	1242060	7142	6739	97	01BF	0	N72395	1	1
1750686396	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	44
1750686396	A20479	636820672	-1493638400	1463040	7860	6739	32	01BF	0	N229WW	1	1
1750686396	A9B262	636778752	-1496044416	1242060	7142	6739	97	01BF	0	N72395	1	1
1750686397	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	45
1750686397	A20479	636820672	-1493638400	1463040	7860	6739	32	01BF	0	N229WW	1	2
1750686397	A9B262	636784064	-1496006144	1242060	7197	6790	65	01BF	0	N72395	1	1
1750686398	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	46
1750686398	A20479	636820672	-1493638400	1463040	7860	6739	32	01BF	0	N229WW	1	3
1750686398	A9B262	636784064	-1496006144	1242060	7197	6790	65	01BF	0	N72395	1	1
1750686399	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	47
1750686399	A20479	636820672	-1493638400	1463040	7860	6739	32	01BF	0	N229WW	1	4
1750686399	A9B262	636789120	-1495972480	1249680	7292	6790	97	01BF	0	N72395	1	1
1750686400	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	48
1750686400	A20479	636820672	-1493638400	1463040	7860	6739	32	01BF	0	N229WW	1	5
1750686400	A9B262	636790912	-1495959808	1249680	7334	6790	0	01BF	0	N72395	1	1
1750686401	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	49
1750686401	A20479	636820672	-1493638400	1463040	7860	6739	32	01BF	0	N229WW	1	6
1750686401	A9B262	636792256	-1495947904	1249680	7375	6790	0	01BF	0	N72395	1	1
1750686402	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	50
1750686402	A20479	636820672	-1493638400	1463040	7860	6739	32	01BF	0	N229WW	1	7
1750686402	A9B262	636794112	-1495933440	1249680	7375	6790	0	01BF	0	N72395	1	1
1750686403	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	51
1750686403	A20479	636828480	-1493552256	1463040	7938	6687	32	01BF	0	N229WW	1	1
1750686403	A9B262	636794112	-1495933440	1249680	7585	6687	32	01BF	0	N72395	1	1
1750686404	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	52
1750686404	A20479	636828480	-1493552256	1463040	7938	6687	32	01BF	0	N229WW	1	1
1750686404	A9B262	636794112	-1495933440	1249680	7585	6687	32	01BF	0	N72395	1	2
1750686405	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	53
1750686405	A20479	636831232	-1493517440	1463040	7946	6739	0	01BF	0	N229WW	1	1
1750686405	A9B262	636798272	-1495895040	1249680	7680	6739	65439	01BF	0	N72395	1	1
1750686406	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	54
1750686406	A20479	636831808	-1493510016	1463040	7946	6739	65471	01BF	0	N229WW	1	1
1750686406	A9B262	636799616	-1495880576	1249680	7723	6739	65406	01BF	0	N72395	1	1
1750686407	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	55
1750686407	A20479	636832256	-1493502336	1463040	7946	6739	65504	01BF	0	N229WW	1	1
1750686407	A9B262	636800640	-1495867648	1249680	7723	6739	65374	01BF	0	N72395	1	1
1750686408	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	56
1750686408	A20479	636833664	-1493483520	1463040	7946	6739	0	01BF	0	N229WW	1	1
1750686408	A9B262	636802048	-1495854464	1242060	7766	6739	65374	01BF	0	N72395	1	1
1750686409	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	57
1750686409	A20479	636835584	-1493464960	1463040	7989	6739	0	01BF	0	N229WW	1	1
1750686409	A9B262	636803456	-1495841280	1242060	7723	6739	65406	01BF	0	N72395	1	1
1750686410	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	58
1750686410	A20479	636836480	-1493451648	1463040	7989	6739	32	01BF	0	N229WW	1	1
1750686410	A9B262	636803456	-1495841280	1242060	7723	6739	65374	01BF	0	N72395	1	1
1750686411	A9A32B	635979776	-1493331456	1615439	26365	4629	130	01BE	0	N72WD	7	59
1750686411	A20479	636837440	-1493438592	1463040	7989	6739	32	01BF	0	N229WW	1	1
1750686412	A9B262	636806016	-1495818240	1234440	7723	6739	65406	01BF	0	N72395	1	1
1750686412	A20479	636838528	-1493423360	1463040	7989	6739	32	01BF	0	N229WW	1	1
1750686413	A9B262	636807872	-1495800192	1242060	7733	6790	65341	01BF	0	N72395	1	1
1750686413	A20479	636839744	-1493411072	1463040	7989	6739	0	01BF	0	N229WW	1	1
1750686414	A9B262	636807872	-1495800192	1242060	7775	6790	65406	01BF	0	N72395	1	1
1750686414	A20479	636840640	-1493398016	1463040	7989	6739	0	01BF	0	N229WW	1	1
1750686415	A9B262	636810176	-1495775872	1234440	7817	6739	65439	01BF	0	N72395	1	1
1750686415	A20479	636841600	-1493387008	1463040	7989	6739	0	01BF	0	N229WW	1	1
1750686416	A9B262	636811328	-1495761152	1234440	7817	6739	65374	01BF	0	N72395	1	1
1750686416	A20479	636842560	-1493373696	1463040	7989	6739	65504	01BF	0	N229WW	1	1
1750686417	A9B262	636812928	-1495746304	1234440	7817	6739	0	01BF	0	N72395	1	1
1750686417	A20479	636843456	-1493360640	1463040	7989	6739	65471	01BF	0	N229WW	1	1
1750686418	A9B262	636813824	-1495733632	1226820	7817	6739	65439	01BF	0	N72395	1	1
1750686418	A20479	636844864	-1493347328	1463040	7989	6739	65471	01BF	0	N229WW	1	1
1750686419	A9B262	636814592	-1495725824	1226820	7911	6790	65471	01BF	0	N72395	1	1
1750686419	A20479	636845760	-1493330816	1463040	7989	6739	65471	01BF	0	N229WW	1	1
1750686420	A9B262	636816000	-1495707264	1226820	7954	6790	65504	01BF	0	N72395	1	1
1750686420	A20479	636846784	-1493318784	1463040	7989	6739	65471	01BF	0	N229WW	1	1
1750686421	A9B262	636817024	-1495694592	1226820	7954	6790	0	01BF	0	N72395	1	1
1750686421	A20479	636848128	-1493305088	1463040	7996	6790	65471	01BF	0	N229WW	1	1
1750686422	A9B262	636818368	-1495681920	1226820	8039	6739	65471	01BF	0	N72395	1	1
1750686422	A20479	636848576	-1493297792	1463040	7996	6790	65471	01BF	0	N229WW	1	1
1750686423	A9B262	636819328	-1495668224	1226820	8082	6739	32	01BF	0	N72395	1	1
1750686423	A20479	636849984	-1493278720	1463040	7996	6790	65471	01BF	0	N229WW	1	1
1750686424	A9B262	636820224	-1495654400	1234440	8168	6739	32	01BF	0	N72395	1	1
1750686424	A20479	636849984	-1493278720	1463040	7954	6790	65471	01BF	0	N229WW	1	1
1750686425	A9B262	636821120	-1495640320	1234440	8254	6739	65	01BF	0	N72395	1	1
1750686425	A20479	636849984	-1493278720	1463040	7954	6790	65471	01BF	0	N229WW	1	2
1750686426	A9B262	636821568	-1495625856	1226820	8254	6739	65504	01BF	0	N72395	1	1
1750686426	A20479	636849984	-1493278720	1463040	7954	6790	65471	01BF	0	N229WW	1	3
1750686427	A9B262	636822528	-1495612800	1226820	8254	6739	65471	01BF	0	N72395	1	1
1750686427	A20479	636849984	-1493278720	1463040	7954	6790	65471	01BF	0	N229WW	1	4
1750686428	A9B262	636823424	-1495598464	1226820	8211	6739	65439	01BF	0	N72395	1	1
1750686428	A20479	636854656	-1493219968	1463040	7954	6790	65471	01BF	0	N229WW	1	1
1750686429	A9B262	636823872	-1495590016	1226820	8211	6739	65406	01BF	0	N72395	1	1
1750686429	A20479	636854656	-1493219968	1463040	7954	6790	65471	01BF	0	N229WW	1	2
1750686430	A9B262	636824832	-1495577600	1226820	8211	6739	65439	01BF	0	N72395	1	1
1750686430	A20479	636854656	-1493219968	1463040	7954	6790	65471	01BF	0	N229WW	1	3
1750686431	A9B262	636825728	-1495557248	1226820	8254	6739	65406	01BF	0	N72395	1	1
1750686431	A20479	636854656	-1493219968	1463040	7954	6790	65471	01BF	0	N229WW	1	4
1750686432	A9B262	636826624	-1495544576	1226820	8298	6687	65439	01BF	0	N72395	1	1
1750686432	A20479	636854656	-1493219968	1463040	7954	6790	65471	01BF	0	N229WW	1	5
1750686433	A9B262	636827072	-1495536256	1226820	8298	6687	65439	01BF	0	N72395	1	1
1750686433	A20479	636854656	-1493219968	1463040	7954	6790	65471	01BF	0	N229WW	1	6
1750686434	A9B262	636828032	-1495517184	1219200	8298	6687	65471	01BF	0	N72395	1	1
1750686434	A20479	636854656	-1493219968	1463040	7954	6790	65471	01BF	0	N229WW	1	7
1750686435	A9B262	636828928	-1495503360	1219200	8254	6739	65471	01BF	0	N72395	1	1
1750686435	A20479	636854656	-1493219968	1463040	7954	6790	65471	01BF	0	N229WW	1	8
1750686436	A9B262	636829504	-1495490816	1219200	8211	6739	65471	01BF	0	N72395	1	1
1750686436	A20479	636854656	-1493219968	1463040	7954	6790	65471	01BF	0	N229WW	1	9
1750686437	A9B262	636830400	-1495477632	1219200	8254	6739	65471	01BF	0	N72395	1	1
1750686437	A20479	636854656	-1493219968	1463040	7954	6790	65471	01BF	0	N229WW	1	10
1750686438	A9B262	636831360	-1495464448	1219200	8303	6739	0	01BF	0	N72395	1	1
1750686438	A20479	636854656	-1493219968	1463040	7954	6790	65471	01BF	0	N229WW	1	11
1750686439	A9B262	636831808	-1495450112	1219200	8346	6739	0	01BF	0	N72395	1	1
1750686439	A20479	636854656	-1493219968	1463040	7954	6790	65471	01BF	0	N229WW	1	12
1750686440	A9B262	636832576	-1495437952	1219200	8433	6739	0	01BF	0	N72395	1	1
1750686440	A20479	636854656	-1493219968	1463040	7954	6790	65471	01BF	0	N229WW	1	13
1750686441	A9B262	636833216	-1495423744	1219200	8523	6790	32	01BF	0	N72395	1	1
1750686441	A20479	636854656	-1493219968	1463040	7954	6790	65471	01BF	0	N229WW	1	14
1750686442	A9B262	636833472	-1495408384	1226820	8609	6790	65	01BF	0	N72395	1	1
1750686442	A20479	636868288	-1493020928	1463040	8234	6944	65341	01BF	0	N229WW	1	1
1750686443	A9B262	636834176	-1495396224	1219200	8650	6739	32	01BF	0	N72395	1	1
1750686443	A20479	636869184	-1493004032	1432560	8234	6944	65374	01BF	0	N229WW	1	1
1750686444	A9B262	636834432	-1495383040	1219200	8694	6739	32	01BF	0	N72395	1	1
1750686444	A20479	636869632	-1492998656	1432560	8192	6944	65406	01BF	0	N229WW	1	1
1750686445	A9B262	636834432	-1495367168	1226820	8781	6739	65	01BF	0	N72395	1	1
1750686445	A20479	636870592	-1492978688	1432560	8192	6944	65374	01BF	0	N229WW	1	1
1750686446	A9B262	636834880	-1495353344	1219200	8781	6739	65	01BF	0	N72395	1	1
1750686446	A20479	636871360	-1492966144	1432560	8192	6944	65374	01BF	0	N229WW	1	1
1750686447	A9B262	636835072	-1495341312	1226820	8779	6687	65	01BF	0	N72395	1	1
1750686447	A20479	636871360	-1492966144	1432560	8192	6944	65374	01BF	0	N229WW	1	1
1750686448	A9B262	636835072	-1495328256	1226820	8823	6687	65	01BF	0	N72395	1	1
1750686448	A20479	636872832	-1492945920	1432560	8192	6944	65374	01BF	0	N229WW	1	1
1750686449	A9B262	636835584	-1495315072	1226820	8779	6687	32	01BF	0	N72395	1	1
1750686449	A20479	636874176	-1492924288	1432560	8198	6996	65341	01BF	0	N229WW	1	1
1750686450	A9B262	636835584	-1495300736	1226820	8733	6636	0	01BF	0	N72395	1	1
1750686450	A20479	636874176	-1492924288	1432560	8198	6996	65341	01BF	0	N229WW	1	2
1750686451	A9B262	636835776	-1495288960	1219200	8689	6636	0	01BF	0	N72395	1	1
1750686451	A20479	636876544	-1492889856	1432560	8157	6996	65374	01BF	0	N229WW	1	0
1750686452	A9B262	636836480	-1495274368	1219200	8508	6584	32	01BF	0	N72395	1	1
1750686452	A20479	636876992	-1492882688	1432560	8157	6996	65374	01BF	0	N229WW	1	1
1750686453	A9B262	636837184	-1495262592	1226820	8420	6584	32	01BF	0	N72395	1	1
1750686453	A20479	636877888	-1492866688	1432560	8157	6996	65406	01BF	0	N229WW	1	1
1750686454	A9B262	636837632	-1495248896	1226820	8375	6584	32	01BF	0	N72395	1	1
1750686454	A20479	636877888	-1492866688	1432560	8157	6996	65406	01BF	0	N229WW	1	2
1750686455	A9B262	636838336	-1495236992	1219200	8281	6584	32	01BF	0	N72395	1	1
1750686455	A20479	636879744	-1492837632	1432560	8157	6996	65439	01BF	0	N229WW	1	1
1750686456	A9B262	636838976	-1495224448	1219200	8193	6584	0	01BF	0	N72395	1	1
1750686456	A20479	636880256	-1492828800	1432560	8157	6996	65439	01BF	0	N229WW	1	1
1750686457	A9B262	636840192	-1495210752	1219200	8105	6584	97	01BF	0	N72395	1	1
1750686457	A20479	636880256	-1492828800	1432560	8157	6996	65439	01BF	0	N229WW	1	2
1750686458	A9B262	636840192	-1495205248	1226820	8053	6533	65	01BF	0	N72395	1	1
1750686458	A20479	636882560	-1492794752	1432560	8198	6996	65471	01BF	0	N229WW	1	1
1750686459	A9B262	636842048	-1495182080	1226820	8009	6533	97	01BF	0	N72395	1	1
1750686459	A20479	636883520	-1492780416	1432560	8240	6996	65406	01BF	0	N229WW	1	1
1750686460	A9B262	636843136	-1495169536	1226820	8009	6533	130	01BF	0	N72395	1	1
1750686460	A20479	636883968	-1492767360	1432560	8240	6996	65406	01BF	0	N229WW	1	1
1750686461	A9B262	636844032	-1495156864	1234440	8053	6533	130	01BF	0	N72395	1	1
1750686461	A20479	636884864	-1492753024	1432560	8240	6996	65406	01BF	0	N229WW	1	1
1750686462	A9B262	636844928	-1495143168	1226820	8098	6533	130	01BF	0	N72395	1	1
1750686462	A20479	636885824	-1492738816	1432560	8240	6996	65406	01BF	0	N229WW	1	1
1750686463	A9B262	636845760	-1495131520	1234440	8098	6533	97	01BF	0	N72395	1	1
1750686463	A20479	636885824	-1492738816	1432560	8240	6996	65406	01BF	0	N229WW	1	2
1750686464	A9B262	636846720	-1495118464	1234440	8098	6533	32	01BF	0	N72395	1	1
1750686464	A20479	636885824	-1492738816	1432560	8240	6996	65406	01BF	0	N229WW	1	3
1750686465	A9B262	636847680	-1495106304	1234440	8046	6481	65504	01BF	0	N72395	1	1
1750686465	A20479	636885824	-1492738816	1432560	8240	6996	65406	01BF	0	N229WW	1	4
1750686466	A9B262	636849088	-1495089280	1226820	8001	6481	65406	01BF	0	N72395	1	1
1750686466	A20479	636885824	-1492738816	1432560	8240	6996	65406	01BF	0	N229WW	1	5
1750686467	A9B262	636849984	-1495077632	1226820	8001	6481	65374	01BF	0	N72395	1	1
1750686467	A20479	636889536	-1492677120	1432560	8067	6944	65439	01BF	0	N229WW	1	1
1750686468	A9B262	636850880	-1495062912	1226820	8009	6533	65276	01BF	0	N72395	1	1
1750686468	A20479	636891200	-1492653312	1432560	8067	6944	65439	01BF	0	N229WW	1	1
1750686469	A9B262	636851776	-1495055488	1226820	8009	6533	65309	01BF	0	N72395	1	1
1750686469	A20479	636891200	-1492653312	1432560	8067	6944	65439	01BF	0	N229WW	1	2
1750686470	A9B262	636852736	-1495041792	1226820	8053	6533	65406	01BF	0	N72395	1	1
1750686470	A20479	636893760	-1492624512	1402080	7984	6996	65439	01BF	0	N229WW	1	1
1750686471	A9B262	636853632	-1495029120	1226820	8053	6533	65504	01BF	0	N72395	1	1
1750686471	A20479	636894208	-1492616704	1402080	7984	6996	65406	01BF	0	N229WW	1	1
