bs_ts,mmsi,callsign,imo,name,nav_status,lat,lon,cog,sog,destination,eta,shiptype,draught,length,width
2024-05-24 08:30:30,368183080,,,CHIKAMIN,,58.10681000,-135.44546333,205.8,0.0,,,,,,
2024-05-24 08:45:54,368183080,,,CHIKAMIN,,58.10682167,-135.44543000,127.3,0.0,,,,,,
2024-05-24 09:03:31,368183080,,,CHIKAMIN,,58.10678667,-135.44546167,7.9,0.0,,,,,,
2024-05-24 09:18:31,368183080,,,CHIKAMIN,,58.10680500,-135.44546000,4.0,0.0,,,,,,
2024-05-24 13:21:29,368183080,,,CHIKAMIN,,58.10678667,-135.44548333,321.1,0.0,,,,,,
2024-05-24 13:39:28,368183080,WDL9880,,CHIKAMIN,,58.10677333,-135.44546000,331.1,0.0,,,Pleasure craft,,20,6
2024-05-24 14:00:27,368183080,WDL9880,,CHIKAMIN,,58.10678833,-135.44543000,348.7,0.0,,,Pleasure craft,,20,6
2024-05-24 14:06:26,368183080,WDL9880,,CHIKAMIN,,58.10680500,-135.44546667,339.5,0.0,,,Pleasure craft,,20,6
2024-05-24 14:15:30,368183080,WDL9880,,CHIKAMIN,,58.10676833,-135.44540167,322.5,0.0,,,Pleasure craft,,20,6
2024-05-24 14:21:27,368183080,WDL9880,,CHIKAMIN,,58.10681333,-135.44548833,326.8,0.0,,,Pleasure craft,,20,6
2024-05-24 14:33:29,368183080,WDL9880,,CHIKAMIN,,58.10679000,-135.44545667,6.9,0.0,,,Pleasure craft,,20,6
2024-05-24 14:42:26,368183080,WDL9880,,CHIKAMIN,,58.10685333,-135.44546333,356.8,0.1,,,Pleasure craft,,20,6
2024-05-24 14:51:29,368183080,WDL9880,,CHIKAMIN,,58.10681167,-135.44544000,349.5,0.0,,,Pleasure craft,,20,6
2024-05-24 15:00:27,368183080,WDL9880,,CHIKAMIN,,58.10683000,-135.44542000,352.1,0.0,,,Pleasure craft,,20,6
2024-05-24 15:09:28,368183080,WDL9880,,CHIKAMIN,,58.10679667,-135.44545833,274.6,0.0,,,Pleasure craft,,20,6
2024-05-24 15:24:31,368183080,WDL9880,,CHIKAMIN,,58.10676333,-135.44545167,228.8,0.0,,,Pleasure craft,,20,6
2024-05-24 15:42:28,368183080,WDL9880,,CHIKAMIN,,58.10680833,-135.44543167,239.6,0.0,,,Pleasure craft,,20,6
2024-05-24 16:00:27,368183080,WDL9880,,CHIKAMIN,,58.10678000,-135.44541333,244.7,0.0,,,Pleasure craft,,20,6
2024-05-24 16:18:27,368183080,WDL9880,,CHIKAMIN,,58.10677167,-135.44543833,282.1,0.0,,,Pleasure craft,,20,6
2024-05-24 16:33:30,368183080,WDL9880,,CHIKAMIN,,58.10675833,-135.44547500,295.2,0.0,,,Pleasure craft,,20,6
2024-05-24 16:39:21,368183080,WDL9880,,CHIKAMIN,,58.10676000,-135.44548167,295.3,0.0,,,Pleasure craft,,20,6
2024-05-24 16:51:28,368183080,WDL9880,,CHIKAMIN,,58.10679000,-135.44546333,255.2,0.0,,,Pleasure craft,,20,6
2024-05-24 17:03:21,368183080,WDL9880,,CHIKAMIN,,58.10681333,-135.44548667,274.7,0.0,,,Pleasure craft,,20,6
2024-05-24 17:09:29,368183080,WDL9880,,CHIKAMIN,,58.10680000,-135.44546000,277.9,0.0,,,Pleasure craft,,20,6
2024-05-24 17:27:28,368183080,WDL9880,,CHIKAMIN,,58.10677667,-135.44544667,247.1,0.0,,,Pleasure craft,,20,6
2024-05-24 17:45:29,368183080,WDL9880,,CHIKAMIN,,58.10677667,-135.44546167,231.3,0.0,,,Pleasure craft,,20,6
2024-05-24 18:03:27,368183080,WDL9880,,CHIKAMIN,,58.10676167,-135.44541667,201.3,0.0,,,Pleasure craft,,20,6
2024-05-24 18:18:29,368183080,WDL9880,,CHIKAMIN,,58.10681500,-135.44547667,210.0,0.0,,,Pleasure craft,,20,6
2024-05-24 18:21:21,368183080,WDL9880,,CHIKAMIN,,58.10677667,-135.44549500,209.3,0.0,,,Pleasure craft,,20,6
2024-05-24 18:36:30,368183080,WDL9880,,CHIKAMIN,,58.10672333,-135.44544500,182.9,0.0,,,Pleasure craft,,20,6
2024-05-24 18:39:21,368183080,WDL9880,,CHIKAMIN,,58.10677667,-135.44544833,180.9,0.0,,,Pleasure craft,,20,6
2024-05-24 18:54:28,368183080,WDL9880,,CHIKAMIN,,58.10679333,-135.44547500,94.5,0.0,,,Pleasure craft,,20,6
2024-05-24 19:09:29,368183080,WDL9880,,CHIKAMIN,,58.10679333,-135.44545500,4.9,0.0,,,Pleasure craft,,20,6
