ShipName,MMSI,Draught,Length,Width,VesselType,CPATime,CPADist,meanSOG,SLtot,TO_SL_25,TO_SL_31_5,TO_SL_40,TO_SL_50,TO_SL_63,TO_SL_80,TO_SL_100,TO_SL_125,TO_SL_160,TO_SL_200,TO_SL_250,TO_SL_315,TO_SL_400,TO_SL_500,TO_SL_630,TO_SL_800,TO_SL_1000,TO_SL_1250,TO_SL_1600,TO_SL_2000,TO_SL_2500,TO_SL_3150,TO_SL_4000,TO_SL_5000,TO_SL_6300,TO_SL_8000,TO_SL_10000
KONINGSDAM,244830547,8.2,299,40,Cruise,7/30/2025 6:55,1331.216125,16.16847458,126.4787007,115.3362433,111.2776712,109.8048629,117.8565528,123.5176573,111.3485489,108.2673264,108.4585995,105.1072429,104.2511135,104.5670236,105.3223183,106.5002352,107.1781528,106.8087323,106.9318307,106.7598234,106.2901919,105.5656885,104.7313267,103.973447,103.4317872,104.0969975,103.338854,104.45152,106.7368768,110.0268629
ADMIRALTY DREAM,367486470,2.9,39,8,Cruise,8/1/2025 2:02,786.1083754,7.549786325,113.5018971,90.80408221,94.79695649,98.41011909,103.4353076,98.39181954,105.8244163,104.5809163,103.2311786,99.91172465,97.32420261,97.4188891,99.71221164,98.5797414,94.83067231,95.34315167,98.08034265,98.50001674,96.27308874,96.33121359,96.27762306,95.98444908,95.37975971,94.89701845,94.60047042,94.77601708,95.67429724,97.5864107
NIEUW AMSTERDAM,246648000,8.1,285,32,Cruise,8/1/2025 14:14,1306.92974,15.20294118,127.1020283,118.2306321,116.4425088,114.6578486,123.2428174,118.3496422,112.3814312,114.3933881,113.9797262,107.9153436,103.8437616,103.8067663,104.114337,104.8282115,103.6749056,101.5851092,99.42739155,97.04855288,95.44085568,92.96102155,90.96407054,89.95508504,90.95270203,89.23038739,89.40171566,91.51242842,94.98650738,98.77511156
ADMIRALTY DREAM,367486470,2.9,39,8,Cruise,8/1/2025 14:33,751.6860472,9.161684783,115.9230293,109.0086911,106.6251997,106.2031889,106.3222915,104.3698964,106.9957852,105.7002631,102.4543523,99.51608398,99.95639645,97.60578575,98.62115389,94.25400302,93.20129503,92.21289284,96.05324011,93.63353442,90.20004712,88.10945025,84.97480453,83.23359771,81.87209946,80.97746095,79.98359599,83.24778365,90.65204243,82.09532968
CHICHAGOF DREAM,367645050,2.5,54,11,Cruise,8/3/2025 16:14,827.9763121,8.299507389,116.7066205,106.2402983,105.286543,102.6445429,102.4837165,106.6041837,107.9674232,103.6858417,109.6453309,99.92642225,98.19786929,105.4413784,108.4256574,98.00855348,92.62677,88.77581411,87.07689283,86.59167859,85.50316697,83.85955732,82.96030655,84.20075808,82.29545543,79.95227786,78.78954534,78.67013068,79.41812925,80.76387275
ALASKAN DREAM,367489250,1.5,30,12,Cruise,8/8/2025 19:40,585.517058,11.46917391,115.9884641,94.78088802,103.4354954,99.3478722,98.21749367,102.7360685,101.0919254,101.7458121,113.9549111,105.1548005,95.96257034,95.88476508,95.78453283,96.29964084,94.8910466,95.87773096,93.63801205,90.6412818,88.89355512,86.65911156,84.76508521,82.93616651,81.06411871,79.63284244,77.77174383,78.09289448,84.52677883,81.34696156
ALASKAN DREAM,367489250,1.5,30,12,Cruise,8/9/2025 13:07,609.6016437,13.16257282,114.5632931,100.1334168,98.634672,98.35190257,97.03715778,99.33612815,101.7090417,111.3619584,104.9604679,100.1280999,97.15594209,95.83564075,95.25959239,95.87221751,94.64894395,94.71558624,95.95674151,96.78863439,97.03236153,96.15187035,95.1106677,93.88330639,93.5855733,93.04804427,91.40369449,90.69783586,90.29783174,89.80442758
ICEFALL,338925250,0,16,4,NPS,8/9/2025 16:57,822.8626192,24.45986842,114.6235532,90.06240251,97.94905034,95.76411399,90.08023241,95.42286467,95.54825141,99.19171857,100.6823334,101.9463453,103.4255864,111.0169717,104.6664095,99.91040961,98.57255601,95.95090195,95.51228594,95.6471838,95.11495683,95.31514242,94.87715566,94.58951323,94.07449738,93.16411538,93.03436787,93.45183949,94.68191526,96.96731385
ALASKAN DREAM,367489250,1.5,30,12,Cruise,8/11/2025 13:31,747.4984314,12.05544939,112.7300034,104.5874413,103.0408878,101.569615,101.0879687,101.6125922,100.3308983,99.24707148,107.4739094,94.45457161,94.79510951,93.46328073,92.84310396,94.45503848,93.83868072,92.1870787,89.6430069,89.33481126,88.41509206,86.64433003,85.56200726,84.99222456,84.85512591,83.54431772,82.89412803,83.0164026,83.3088559,83.81803339
KONINGSDAM,244830547,8.2,299,40,Cruise,8/13/2025 15:01,1273.964861,17.29072371,124.8049637,107.9088675,118.7882826,107.4206599,120.4069092,116.1543366,108.6206058,104.1403661,102.7482353,101.204471,102.6950825,103.7468875,104.333408,104.5021239,104.6712284,104.3884341,104.7452384,105.4875182,105.1638493,104.4475142,103.7737804,103.1931514,102.9312706,102.9763522,102.3924923,103.3750189,105.4873674,108.4151943
ICEFALL,338925250,0,16,4,NPS,8/18/2025 10:43,710.6749913,18.80292659,115.9253688,98.54247866,104.7790313,102.3232826,107.6930545,100.6889306,107.8386915,108.6369055,108.5887881,100.0984938,96.39003422,99.17004164,97.58911803,96.81999745,95.48042847,94.55598704,93.95229377,93.83251964,93.83230574,93.23449687,92.80628038,92.04661684,91.2785831,90.53584187,90.36989286,90.50659108,90.89445284,92.53981919
ICEFALL,338925250,0,16,4,NPS,8/18/2025 17:04,766.6608272,27.07109375,119.0051545,100.6934166,109.1760681,102.0357069,111.6957895,105.4734609,110.1657347,114.5422767,106.7263187,103.1529745,97.86935698,93.96365032,100.9139194,102.3011576,96.37847805,91.92474308,90.22906958,86.49566369,81.91513834,77.12779739,74.08446631,68.11922297,67.09758076,62.30017451,60.16494517,60.31549342,62.62343575,65.33258318
ALASKA DREAM,368089260,NaN,NaN,NaN,Charter,8/22/2025 13:56,618.7090711,19.22073063,109.3639496,89.53901573,91.51269289,90.96860088,87.07243599,93.48030579,92.43270614,93.57008878,102.1692703,100.4276929,101.1650814,93.74325802,97.52987295,98.1536803,96.42736416,94.20596124,93.49431237,93.48978522,92.98984712,92.13159904,90.92254016,90.05695903,89.10515613,88.02481778,87.02419074,86.78963772,87.0428711,87.65445611
ADMIRALTY DREAM,367486470,2.9,39,8,Cruise,8/27/2025 6:00,776.6613312,6.541450382,119.7896879,95.96376484,119.3244018,103.5341843,102.8660304,101.1186223,97.77582553,92.94173125,96.44325325,98.72436577,98.44940738,94.56891908,94.70327532,93.19295677,90.45111817,87.49814158,87.53687493,84.26578343,82.30538701,78.38759588,74.55270083,69.34262171,71.02247719,74.47739669,80.31045026,83.52313395,80.54286737,66.31970161
ALASKAN STORY,368685000,0,30,9,Charter,8/28/2025 14:07,673.7676244,8.800241228,111.0304493,101.7725639,94.17851095,101.1651971,100.5005797,96.59967314,106.5202442,96.46297938,103.394979,89.77232926,87.71790244,91.15276901,90.34506555,92.32306219,91.13101047,88.92889641,85.86841345,85.55117174,83.94865769,81.20162148,79.2040033,77.4975505,74.97399012,73.97058321,72.38606801,71.59758325,71.17046285,71.36094863
ALASKA DREAM,368089260,NaN,8,2,Charter,9/3/2025 19:08,648.1142339,23.2962963,117.3893482,91.16533642,102.0057344,98.48083418,99.21010203,101.6168537,113.7949658,99.97651107,111.5315399,106.6749929,100.6678404,99.11294682,99.92768808,100.3321347,99.55936525,99.31687793,93.51797574,90.81961537,86.82662895,85.67965239,84.39080451,80.54563809,76.39510101,70.46987724,65.99212026,60.2740152,60.58223266,59.81027783
CARIBBEAN PRINCESS,310423000,8.7,290,36,Cruise,9/4/2025 14:10,1316.066857,20.21054545,126.7757945,116.8976478,121.0437739,118.5544984,117.676495,115.371809,114.7065467,113.7022034,112.5471736,108.677173,107.3793708,107.739487,109.1179213,109.885501,108.9056206,108.6457107,107.2847013,105.4069221,102.6574741,98.55788103,94.55551092,89.26864741,84.13996142,83.03832589,84.51651097,86.74649676,90.51700747,95.88107401
DREAM II,368089270,NaN,NaN,NaN,Charter,9/8/2025 15:43,775.766829,20.58222222,115.532926,93.74249279,98.18800706,96.32417933,95.77844068,101.6700322,98.45579188,95.5025421,110.0531903,111.4034509,104.7539739,99.72199632,100.1522634,99.51106875,98.8959374,96.21106345,93.11379721,90.6983467,88.1540519,86.79098325,84.83365293,82.01449292,80.23191891,79.8541406,78.97207259,78.42693981,79.36341558,80.60566629
DREAM II,368089270,NaN,NaN,NaN,Charter,9/10/2025 11:51,765.5103771,21.04409639,114.2786046,100.4090266,98.45619703,96.63525096,95.60351844,97.45250544,96.33587853,97.41485082,102.3792293,97.05653112,97.46233021,96.99881065,97.75009027,98.47877169,99.69401601,100.0409967,100.592788,101.3027089,101.5969862,101.5741768,101.1927611,101.2136051,101.1923846,100.4374508,100.1401428,100.4548671,101.192042,103.3991021
DREAM II,368089270,NaN,NaN,NaN,Charter,9/10/2025 14:38,716.7306604,13.86423077,119.520452,92.34925338,118.4249466,97.28804346,95.07462073,96.92882843,99.74566748,105.6436239,101.086618,102.8039775,96.95807858,95.80685547,98.64240168,99.37697262,99.0784526,98.3972572,98.30104589,98.16231893,97.7649076,97.47479064,97.03859492,97.14221201,97.21921066,96.69016581,96.1731036,96.36152977,97.10845789,99.02320611
ARETE,366991452,0.9,8,3,NPS,9/11/2025 15:25,823.4982606,23.29168174,120.4981746,100.9904014,100.1556311,101.2810565,102.3857804,103.5173967,111.0380484,105.901619,109.0882057,117.5946443,103.0282822,100.3334849,111.436898,103.8473934,100.7527225,98.96488008,95.73220296,93.55368462,92.33589801,89.34492792,87.25601646,84.150196,76.60231292,77.78595353,77.39861409,72.88527433,66.42680681,-10.30361226
ARETE,366991452,0.9,8,3,NPS,9/11/2025 15:39,795.4427513,13.25420396,127.5654441,85.24313252,96.96280806,97.59513597,102.4823863,101.8745747,99.95436603,110.0835692,127.3646669,101.0203756,99.61462415,103.723176,100.1516773,104.6286741,96.46583072,95.90765721,95.09461546,94.0798174,92.45024553,89.13438656,84.86536397,78.92783815,73.87980832,73.22015509,73.63050168,68.29265861,66.56488716,-11.14842823
NIEUW AMSTERDAM,246648000,8.1,285,32,Cruise,9/12/2025 14:15,1244.745982,18.34006057,130.7590149,116.7144718,126.6273515,123.6542466,122.9372675,121.314816,113.772103,113.2235373,110.0936038,105.1101308,103.7693618,105.1172941,106.373562,107.08397,106.5944312,106.0656343,106.4751032,106.7988359,106.7348556,105.9575511,105.0361814,103.7466535,103.0437989,102.4830547,102.3203676,102.5884525,104.0492538,106.8114502
ARETE,366991452,0.9,8,3,NPS,9/12/2025 16:21,501.2137359,23.98672986,119.7647709,104.1768825,101.8342881,100.1442931,101.9104615,103.5457022,107.105045,103.6940472,107.5759027,118.0401955,101.3795237,97.82175881,105.0510271,100.6601687,98.07928148,98.6286433,94.54985719,93.48063544,92.95425823,90.9169016,89.35711468,88.94909808,85.87630821,84.82307711,83.614014,82.87137268,82.61268444,82.5825083
ZAANDAM,246442000,8.1,238,33,Cruise,9/14/2025 14:59,1047.111424,16.41904762,126.9191506,119.1028377,120.5820998,116.5138976,121.0468594,115.6238516,113.5541854,114.0554797,111.9239578,105.9390659,101.4694698,99.88535812,98.44820977,98.77673699,99.68395154,101.1034796,102.5965401,103.0169643,102.5345488,101.5981946,101.0653751,100.0580707,99.11828053,98.51063198,97.9518999,97.91205723,98.74676902,100.6426388
